"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
STBARBRA.C,19660915,2400,0.000,,31.1,12.8,15.6,,,,,,,,,,,,
STBARBRA.C,19660916,2400,0.000,,29.4,15.0,18.9,,,,,,,,,,,,
STBARBRA.C,19660917,2400,0.000,,31.7,16.1,17.8,,,,,,,,,,,,
STBARBRA.C,19660918,2400,0,,22.8,16.1,17.2,,,,,,,,,,,,
STBARBRA.C,19660919,2400,0.000,,21.1,13.9,17.2,,,,,,,,,,,,
STBARBRA.C,19660920,2400,0.000,,22.2,11.7,12.8,,,,,,,,,,,,
STBARBRA.C,19660921,2400,0.000,,26.7,12.8,16.1,,,,,,,,,,,,
STBARBRA.C,19660922,2400,0.000,,27.8,15.6,17.8,,,,,,,,,,,,
STBARBRA.C,19660923,2400,0.000,,27.2,15.0,16.7,,,,,,,,,,,,
STBARBRA.C,19660924,2400,0.000,,22.8,14.4,16.1,,,,,,,,,,,,
STBARBRA.C,19660925,2400,0.000,,21.1,15.0,16.7,,,,,,,,,,,,
STBARBRA.C,19660926,2400,0.000,,21.1,15.6,17.2,,,,,,,,,,,,
STBARBRA.C,19660927,2400,0.000,,25.6,15.6,19.4,,,,,,,,,,,,
STBARBRA.C,19660928,2400,0,,25.6,15.6,19.4,,,,,,,,,,,,
STBARBRA.C,19660929,2400,1.015,,20.6,17.2,18.9,R,,,,,,,,,,,
STBARBRA.C,19660930,2400,0.000,,25.0,15.0,17.2,,,,,,,,,,,,
STBARBRA.C,19661001,2400,0.000,,25.0,16.1,17.2,,,,,,,,,,,,
STBARBRA.C,19661002,2400,0.000,,20.6,15.0,17.8,,,,,,,,,,,,
STBARBRA.C,19661003,2400,0.000,,21.1,11.7,12.8,,,,,,,,,,,,
STBARBRA.C,19661004,2400,0.000,,23.9,12.2,15.6,,,,,,,,,,,,
STBARBRA.C,19661005,2400,0.761,,21.7,14.4,16.1,R,,,,,,,,,,,
STBARBRA.C,19661006,2400,0.000,,20.6,15.0,16.1,,,,,,,,,,,,
STBARBRA.C,19661007,2400,0.000,,22.2,12.8,14.4,,,,,,,,,,,,
STBARBRA.C,19661008,2400,0.000,,26.7,13.3,17.8,,,,,,,,,,,,
STBARBRA.C,19661009,2400,0.000,,21.1,16.7,17.8,,,,,,,,,,,,
STBARBRA.C,19661010,2400,0.254,,24.4,15.0,17.2,R,,,,,,,,,,,
STBARBRA.C,19661011,2400,0.000,,22.8,13.9,16.7,,,,,,,,,,,,
STBARBRA.C,19661012,2400,0.000,,22.2,11.1,13.9,,,,,,,,,,,,
STBARBRA.C,19661013,2400,0.000,,24.4,8.3,10.6,,,,,,,,,,,,
STBARBRA.C,19661014,2400,0.000,,26.7,7.8,11.1,,,,,,,,,,,,
STBARBRA.C,19661015,2400,0.000,,22.2,10.0,12.8,,,,,,,,,,,,
STBARBRA.C,19661016,2400,0.000,,26.7,8.3,10.6,,,,,,,,,,,,
STBARBRA.C,19661017,2400,0.000,,23.9,8.3,10.0,,,,,,,,,,,,
STBARBRA.C,19661018,2400,0.000,,33.3,8.9,10.6,,,,,,,,,,,,
STBARBRA.C,19661019,2400,0.000,,32.8,9.4,15.6,,,,,,,,,,,,
STBARBRA.C,19661020,2400,0.000,,21.7,10.6,11.7,,,,,,,,,,,,
STBARBRA.C,19661021,2400,0.000,,20.6,8.9,11.7,,,,,,,,,,,,
STBARBRA.C,19661022,2400,0.000,,23.3,9.4,11.7,,,,,,,,,,,,
STBARBRA.C,19661023,2400,0.000,,22.2,11.1,12.2,,,,,,,,,,,,
STBARBRA.C,19661024,2400,0.000,,32.8,10.0,12.8,,,,,,,,,,,,
STBARBRA.C,19661025,2400,0.000,,30.6,10.0,11.7,,,,,,,,,,,,
STBARBRA.C,19661026,2400,0.000,,27.2,10.6,15.0,,,,,,,,,,,,
STBARBRA.C,19661027,2400,0.000,,21.1,13.9,15.6,,,,,,,,,,,,
STBARBRA.C,19661028,2400,0.000,,25.0,13.3,15.0,,,,,,,,,,,,
STBARBRA.C,19661029,2400,0.000,,22.8,10.6,12.8,,,,,,,,,,,,
STBARBRA.C,19661030,2400,0.000,,28.9,8.9,15.0,,,,,,,,,,,,
STBARBRA.C,19661031,2400,0.000,,29.4,11.7,20.0,,,,,,,,,,,,
STBARBRA.C,19661101,2400,0.000,,34.4,12.2,18.3,,,,,,,,,,,,
STBARBRA.C,19661102,2400,0.000,,31.1,12.8,14.4,,,,,,,,,,,,
STBARBRA.C,19661103,2400,0.000,,20.6,11.1,15.6,,,,,,,,,,,,
STBARBRA.C,19661104,2400,0.000,,18.9,13.9,15.6,,,,,,,,,,,,
STBARBRA.C,19661105,2400,0.000,,17.2,13.9,15.0,,,,,,,,,,,,
STBARBRA.C,19661106,2400,49.74,,16.1,13.3,15.6,R,,,,,,,,,,,
STBARBRA.C,19661107,2400,20.05,,15.6,10.0,12.8,R,,,,,,,,,,,
STBARBRA.C,19661108,2400,0.761,,18.9,8.9,11.7,R,,,,,,,,,,,
STBARBRA.C,19661109,2400,0.000,,19.4,8.9,10.6,,,,,,,,,,,,
STBARBRA.C,19661110,2400,0.000,,18.3,10.0,12.8,,,,,,,,,,,,
STBARBRA.C,19661111,2400,0.000,,19.4,9.4,12.2,,,,,,,,,,,,
STBARBRA.C,19661112,2400,0.000,,20.0,9.4,14.4,,,,,,,,,,,,
STBARBRA.C,19661113,2400,0.000,,21.7,12.2,14.4,,,,,,,,,,,,
STBARBRA.C,19661114,2400,0.000,,19.4,10.6,12.8,,,,,,,,,,,,
STBARBRA.C,19661115,2400,0.000,,21.1,12.2,16.1,,,,,,,,,,,,
STBARBRA.C,19661116,2400,0.000,,18.3,12.8,15.0,,,,,,,,,,,,
STBARBRA.C,19661117,2400,0.000,,15.0,11.1,13.9,,,,,,,,,,,,
STBARBRA.C,19661118,2400,0.000,,21.1,9.4,12.8,,,,,,,,,,,,
STBARBRA.C,19661119,2400,2.031,,20.0,12.2,15.6,R,,,,,,,,,,,
STBARBRA.C,19661120,2400,6.853,,16.7,8.3,10.6,R,,,,,,,,,,,
STBARBRA.C,19661121,2400,0.000,,18.3,9.4,11.1,,,,,,,,,,,,
STBARBRA.C,19661122,2400,0.000,,19.4,5.0,7.2,,,,,,,,,,,,
STBARBRA.C,19661123,2400,0.000,,16.7,7.2,11.1,,,,,,,,,,,,
STBARBRA.C,19661124,2400,0.000,,18.3,5.6,9.4,,,,,,,,,,,,
STBARBRA.C,19661125,2400,0.000,,18.9,6.1,10.0,,,,,,,,,,,,
STBARBRA.C,19661126,2400,0.000,,17.8,6.1,8.9,,,,,,,,,,,,
STBARBRA.C,19661127,2400,0.000,,18.3,8.9,17.8,,,,,,,,,,,,
STBARBRA.C,19661128,2400,4.569,,20.0,8.3,10.0,R,,,,,,,,,,,
STBARBRA.C,19661129,2400,0,,18.9,7.8,10.6,,,,,,,,,,,,
STBARBRA.C,19661130,2400,0.000,,21.1,8.3,12.2,,,,,,,,,,,,
STBARBRA.C,19661201,2400,0.000,,16.7,11.1,14.4,,,,,,,,,,,,
STBARBRA.C,19661202,2400,61.42,,16.1,13.3,14.4,R,,,,,,,,,,,
STBARBRA.C,19661203,2400,0,,19.4,9.4,12.2,,,,,,,,,,,,
STBARBRA.C,19661204,2400,22.08,,15.6,11.1,15.0,R,,,,,,,,,,,
STBARBRA.C,19661205,2400,47.46,,16.1,13.9,16.1,R,,,,,,,,,,,
STBARBRA.C,19661206,2400,11.92,,16.7,7.2,7.8,R,,,,,,,,,,,
STBARBRA.C,19661207,2400,0.000,,18.3,7.2,14.4,,,,,,,,,,,,
STBARBRA.C,19661208,2400,0.000,,18.9,5.6,7.2,,,,,,,,,,,,
STBARBRA.C,19661209,2400,0.000,,18.9,4.4,9.4,,,,,,,,,,,,
STBARBRA.C,19661210,2400,0.000,,19.4,7.2,9.4,,,,,,,,,,,,
STBARBRA.C,19661211,2400,0.000,,21.1,6.1,8.3,,,,,,,,,,,,
STBARBRA.C,19661212,2400,0.000,,20.6,6.1,8.3,,,,,,,,,,,,
STBARBRA.C,19661213,2400,0.000,,18.9,6.1,8.3,,,,,,,,,,,,
STBARBRA.C,19661214,2400,0.000,,20.6,6.7,7.8,,,,,,,,,,,,
STBARBRA.C,19661215,2400,0.000,,23.3,6.1,9.4,,,,,,,,,,,,
STBARBRA.C,19661216,2400,0.000,,22.8,6.1,8.3,,,,,,,,,,,,
STBARBRA.C,19661217,2400,0.000,,20.6,5.6,8.3,,,,,,,,,,,,
STBARBRA.C,19661218,2400,0.000,,23.9,6.1,7.8,,,,,,,,,,,,
STBARBRA.C,19661219,2400,0.000,,20.0,5.0,7.8,,,,,,,,,,,,
STBARBRA.C,19661220,2400,0.000,,12.8,6.7,8.3,,,,,,,,,,,,
STBARBRA.C,19661221,2400,0.000,,16.1,5.0,6.7,,,,,,,,,,,,
STBARBRA.C,19661222,2400,0.000,,21.1,5.0,7.2,,,,,,,,,,,,
STBARBRA.C,19661223,2400,0.000,,19.4,5.0,6.7,,,,,,,,,,,,
STBARBRA.C,19661224,2400,0.000,,18.9,5.0,6.7,,,,,,,,,,,,
STBARBRA.C,19661225,2400,0.000,,16.1,5.6,9.4,,,,,,,,,,,,
STBARBRA.C,19661226,2400,0.000,,16.7,2.2,3.9,,,,,,,,,,,,
STBARBRA.C,19661227,2400,0.000,,14.4,1.1,3.9,,,,,,,,,,,,
STBARBRA.C,19661228,2400,0.000,,16.1,2.8,4.4,,,,,,,,,,,,
STBARBRA.C,19661229,2400,0.000,,16.1,3.9,8.3,,,,,,,,,,,,
STBARBRA.C,19661230,2400,0.000,,17.2,2.8,6.7,,,,,,,,,,,,
STBARBRA.C,19661231,2400,0.000,,18.3,3.3,5.6,,,,,,,,,,,,
STBARBRA.C,19670101,2400,0.000,,15.6,3.9,6.7,,,,,,,,,,,,
STBARBRA.C,19670102,2400,0.000,,18.9,3.3,4.4,,,,,,,,,,,,
STBARBRA.C,19670103,2400,0.000,,20.6,3.3,5.6,,,,,,,,,,,,
STBARBRA.C,19670104,2400,0.000,,20.6,5.0,10.6,,,,,,,,,,,,
STBARBRA.C,19670105,2400,0.000,,16.7,7.8,9.4,,,,,,,,,,,,
STBARBRA.C,19670106,2400,0.000,,16.7,4.4,6.1,,,,,,,,,,,,
STBARBRA.C,19670107,2400,0.000,,16.7,2.8,6.7,,,,,,,,,,,,
STBARBRA.C,19670108,2400,0.000,,17.8,2.2,3.9,,,,,,,,,,,,
STBARBRA.C,19670109,2400,0.000,,20.6,3.3,7.2,,,,,,,,,,,,
STBARBRA.C,19670110,2400,0.000,,23.9,6.1,7.2,,,,,,,,,,,,
STBARBRA.C,19670111,2400,0.000,,23.3,7.2,10.0,,,,,,,,,,,,
STBARBRA.C,19670112,2400,0.000,,23.3,6.7,8.9,,,,,,,,,,,,
STBARBRA.C,19670113,2400,0.000,,23.3,6.1,7.2,,,,,,,,,,,,
STBARBRA.C,19670114,2400,0.000,,21.1,5.6,7.8,,,,,,,,,,,,
STBARBRA.C,19670115,2400,0,,19.4,6.1,7.8,,,,,,,,,,,,
STBARBRA.C,19670116,2400,0.000,,13.3,5.6,6.7,,,,,,,,,,,,
STBARBRA.C,19670117,2400,0.000,,20.6,4.4,6.1,,,,,,,,,,,,
STBARBRA.C,19670118,2400,0.000,,21.7,4.4,8.3,,,,,,,,,,,,
STBARBRA.C,19670119,2400,0.000,,20.6,5.6,8.3,,,,,,,,,,,,
STBARBRA.C,19670120,2400,0.000,,15.6,6.7,8.9,,,,,,,,,,,,
STBARBRA.C,19670121,2400,0.000,,15.6,5.6,13.3,,,,,,,,,,,,
STBARBRA.C,19670122,2400,40.10,,13.9,5.6,6.7,R,,,,,,,,,,,
STBARBRA.C,19670123,2400,32.99,,15.6,5.6,10.6,R,,,,,,,,,,,
STBARBRA.C,19670124,2400,112.4,,13.9,3.9,10.0,R,,,,,,,,,,,
STBARBRA.C,19670125,2400,0.000,,17.2,5.6,7.8,,,,,,,,,,,,
STBARBRA.C,19670126,2400,0.000,,16.1,5.6,8.3,,,,,,,,,,,,
STBARBRA.C,19670127,2400,0.000,,20.0,7.2,10.0,,,,,,,,,,,,
STBARBRA.C,19670128,2400,0.000,,19.4,8.9,11.1,,,,,,,,,,,,
STBARBRA.C,19670129,2400,0.000,,19.4,10.0,14.4,,,,,,,,,,,,
STBARBRA.C,19670130,2400,7.614,,14.4,9.4,12.8,R,,,,,,,,,,,
STBARBRA.C,19670131,2400,0.000,,18.3,6.7,7.8,,,,,,,,,,,,
STBARBRA.C,19670201,2400,0.000,,17.8,7.2,15.0,,,,,,,,,,,,
STBARBRA.C,19670202,2400,0.000,,19.4,7.2,10.0,,,,,,,,,,,,
STBARBRA.C,19670203,2400,0.000,,20.0,5.6,8.9,,,,,,,,,,,,
STBARBRA.C,19670204,2400,0.000,,22.2,6.1,9.4,,,,,,,,,,,,
STBARBRA.C,19670205,2400,0.000,,18.3,6.1,8.9,,,,,,,,,,,,
STBARBRA.C,19670206,2400,0.000,,23.9,7.8,10.0,,,,,,,,,,,,
STBARBRA.C,19670207,2400,0.000,,18.3,6.1,7.8,,,,,,,,,,,,
STBARBRA.C,19670208,2400,0.000,,22.2,6.7,8.9,,,,,,,,,,,,
STBARBRA.C,19670209,2400,0.000,,17.2,7.2,9.4,,,,,,,,,,,,
STBARBRA.C,19670210,2400,0.000,,15.0,6.7,8.9,,,,,,,,,,,,
STBARBRA.C,19670211,2400,0.000,,12.8,6.7,8.9,,,,,,,,,,,,
STBARBRA.C,19670212,2400,0,,16.7,7.8,12.8,,,,,,,,,,,,
STBARBRA.C,19670213,2400,0.254,,20.0,10.6,11.7,R,,,,,,,,,,,
STBARBRA.C,19670214,2400,0.000,,18.9,5.0,6.1,,,,,,,,,,,,
STBARBRA.C,19670215,2400,0.000,,17.2,5.6,14.4,,,,,,,,,,,,
STBARBRA.C,19670216,2400,0.000,,18.3,5.6,9.4,,,,,,,,,,,,
STBARBRA.C,19670217,2400,0.000,,22.2,6.1,13.3,,,,,,,,,,,,
STBARBRA.C,19670218,2400,0.000,,19.4,8.3,12.8,,,,,,,,,,,,
STBARBRA.C,19670219,2400,0.000,,16.7,6.1,7.2,,,,,,,,,,,,
STBARBRA.C,19670220,2400,0.000,,18.3,3.9,4.4,,,,,,,,,,,,
STBARBRA.C,19670221,2400,0.000,,22.2,3.9,5.6,,,,,,,,,,,,
STBARBRA.C,19670222,2400,0.000,,22.2,5.0,10.0,,,,,,,,,,,,
STBARBRA.C,19670223,2400,0.000,,21.1,8.9,11.7,,,,,,,,,,,,
STBARBRA.C,19670224,2400,0.000,,17.2,9.4,11.7,,,,,,,,,,,,
STBARBRA.C,19670225,2400,12.43,,17.8,6.1,11.7,R,,,,,,,,,,,
STBARBRA.C,19670226,2400,0,,18.9,6.1,11.7,,,,,,,,,,,,
STBARBRA.C,19670227,2400,0.000,,26.1,6.7,7.8,,,,,,,,,,,,
STBARBRA.C,19670228,2400,0.000,,26.7,6.1,8.9,,,,,,,,,,,,
STBARBRA.C,19670301,2400,0.000,,22.8,6.7,12.2,,,,,,,,,,,,
STBARBRA.C,19670302,2400,0.000,,17.2,6.7,10.0,,,,,,,,,,,,
STBARBRA.C,19670303,2400,0.761,,17.2,5.0,11.1,R,,,,,,,,,,,
STBARBRA.C,19670304,2400,0.000,,16.7,5.0,6.7,,,,,,,,,,,,
STBARBRA.C,19670305,2400,0.000,,18.3,5.6,7.2,,,,,,,,,,,,
STBARBRA.C,19670306,2400,0.000,,18.3,5.6,10.0,,,,,,,,,,,,
STBARBRA.C,19670307,2400,0.000,,18.3,5.6,10.0,,,,,,,,,,,,
STBARBRA.C,19670308,2400,0.000,,18.3,8.9,12.8,,,,,,,,,,,,
STBARBRA.C,19670309,2400,0.000,,15.0,11.1,13.3,,,,,,,,,,,,
STBARBRA.C,19670310,2400,4.315,,16.7,10.0,12.2,R,,,,,,,,,,,
STBARBRA.C,19670311,2400,10.40,,16.1,11.1,12.8,R,,,,,,,,,,,
STBARBRA.C,19670312,2400,16.49,,15.6,9.4,10.0,R,,,,,,,,,,,
STBARBRA.C,19670313,2400,3.046,,14.4,5.0,7.2,R,,,,,,,,,,,
STBARBRA.C,19670314,2400,0.000,,15.0,5.6,8.9,,,,,,,,,,,,
STBARBRA.C,19670315,2400,2.031,,15.6,8.3,15.0,R,,,,,,,,,,,
STBARBRA.C,19670316,2400,3.807,,15.0,11.7,13.3,R,,,,,,,,,,,
STBARBRA.C,19670317,2400,0.508,,16.7,9.4,13.3,R,,,,,,,,,,,
STBARBRA.C,19670318,2400,0.000,,18.9,8.3,13.9,,,,,,,,,,,,
STBARBRA.C,19670319,2400,0.000,,16.7,7.8,9.4,,,,,,,,,,,,
STBARBRA.C,19670320,2400,0.000,,17.2,8.9,11.1,,,,,,,,,,,,
STBARBRA.C,19670321,2400,0.000,,20.0,10.0,12.8,,,,,,,,,,,,
STBARBRA.C,19670322,2400,0.000,,17.8,11.7,13.3,,,,,,,,,,,,
STBARBRA.C,19670323,2400,0.000,,17.8,8.9,15.0,,,,,,,,,,,,
STBARBRA.C,19670324,2400,0.000,,22.2,6.7,13.3,,,,,,,,,,,,
STBARBRA.C,19670325,2400,0.000,,17.8,7.8,13.3,,,,,,,,,,,,
STBARBRA.C,19670326,2400,0.000,,16.7,7.2,10.0,,,,,,,,,,,,
STBARBRA.C,19670327,2400,0.000,,21.7,8.9,12.8,,,,,,,,,,,,
STBARBRA.C,19670328,2400,0.000,,15.6,7.2,9.4,,,,,,,,,,,,
STBARBRA.C,19670329,2400,0.000,,18.3,5.0,12.2,,,,,,,,,,,,
STBARBRA.C,19670330,2400,23.85,,18.3,6.1,11.7,R,,,,,,,,,,,
STBARBRA.C,19670331,2400,0.000,,15.0,4.4,11.1,,,,,,,,,,,,
STBARBRA.C,19670401,2400,15.48,,11.7,3.9,4.4,R,,,,,,,,,,,
STBARBRA.C,19670402,2400,0,,15.6,4.4,10.6,,,,,,,,,,,,
STBARBRA.C,19670403,2400,2.538,,17.2,9.4,11.1,R,,,,,,,,,,,
STBARBRA.C,19670404,2400,13.95,,13.3,5.0,10.6,R,,,,,,,,,,,
STBARBRA.C,19670405,2400,0.000,,16.7,6.1,12.8,,,,,,,,,,,,
STBARBRA.C,19670406,2400,28.42,,16.7,10.6,12.8,R,,,,,,,,,,,
STBARBRA.C,19670407,2400,0,,16.7,7.8,12.8,,,,,,,,,,,,
STBARBRA.C,19670408,2400,0.000,,16.1,6.7,15.0,,,,,,,,,,,,
STBARBRA.C,19670409,2400,0.000,,16.7,9.4,12.8,,,,,,,,,,,,
STBARBRA.C,19670410,2400,0.000,,16.7,6.7,8.9,,,,,,,,,,,,
STBARBRA.C,19670411,2400,21.32,,16.7,7.2,11.7,R,,,,,,,,,,,
STBARBRA.C,19670412,2400,0.000,,21.1,6.7,13.3,,,,,,,,,,,,
STBARBRA.C,19670413,2400,0.000,,16.1,8.9,13.9,,,,,,,,,,,,
STBARBRA.C,19670414,2400,0,,17.8,7.8,12.2,,,,,,,,,,,,
STBARBRA.C,19670415,2400,0.508,,15.6,6.7,12.2,R,,,,,,,,,,,
STBARBRA.C,19670416,2400,0.000,,16.1,6.1,10.6,,,,,,,,,,,,
STBARBRA.C,19670417,2400,0.000,,17.2,3.9,11.7,,,,,,,,,,,,
STBARBRA.C,19670418,2400,8.629,,13.9,3.9,8.9,R,,,,,,,,,,,
STBARBRA.C,19670419,2400,8.883,,14.4,8.3,11.1,R,,,,,,,,,,,
STBARBRA.C,19670420,2400,5.330,,13.9,6.7,12.8,R,,,,,,,,,,,
STBARBRA.C,19670421,2400,4.822,,16.1,6.1,12.8,R,,,,,,,,,,,
STBARBRA.C,19670422,2400,16.24,,15.0,7.8,11.7,R,,,,,,,,,,,
STBARBRA.C,19670423,2400,3.807,,18.3,7.2,7.2,R,,,,,,,,,,,
STBARBRA.C,19670424,2400,0.000,,18.3,7.2,7.2,,,,,,,,,,,,
STBARBRA.C,19670425,2400,0.000,,16.1,7.2,12.2,,,,,,,,,,,,
STBARBRA.C,19670426,2400,0.000,,20.0,8.3,13.9,,,,,,,,,,,,
STBARBRA.C,19670427,2400,0.000,,18.9,7.2,13.3,,,,,,,,,,,,
STBARBRA.C,19670428,2400,1.523,,15.6,6.7,12.8,R,,,,,,,,,,,
STBARBRA.C,19670429,2400,0.000,,20.6,7.2,12.2,,,,,,,,,,,,
STBARBRA.C,19670430,2400,0.000,,20.6,7.2,8.9,,,,,,,,,,,,
STBARBRA.C,19670501,800,0.000,,21.7,7.2,8.3,,,,,,,,,,,,
STBARBRA.C,19670502,800,0.000,,16.7,7.8,9.4,,,,,,,,,,,,
STBARBRA.C,19670503,800,0.000,,16.1,7.2,11.1,,,,,,,,,,,,
STBARBRA.C,19670504,800,0.000,,18.9,8.3,13.3,,,,,,,,,,,,
STBARBRA.C,19670505,800,0.000,,18.3,8.3,12.8,,,,,,,,,,,,
STBARBRA.C,19670506,800,0.000,,20.6,8.9,11.7,,,,,,,,,,,,
STBARBRA.C,19670507,800,0.000,,25.6,10.6,15.0,,,,,,,,,,,,
STBARBRA.C,19670508,800,0.000,,21.7,12.2,12.8,,,,,,,,,,,,
STBARBRA.C,19670509,800,0.000,,16.7,12.2,12.8,,,,,,,,,,,,
STBARBRA.C,19670510,800,0,,21.1,8.9,12.2,,,,,,,,,,,,
STBARBRA.C,19670511,800,0.000,,20.0,8.3,12.8,,,,,,,,,,,,
STBARBRA.C,19670512,800,0.000,,21.1,7.8,12.2,,,,,,,,,,,,
STBARBRA.C,19670513,800,0.000,,21.7,10.6,15.0,,,,,,,,,,,,
STBARBRA.C,19670514,800,0.000,,29.4,10.0,16.1,,,,,,,,,,,,
STBARBRA.C,19670515,800,0.000,,34.4,12.2,17.8,,,,,,,,,,,,
STBARBRA.C,19670516,800,0.000,,36.1,12.8,15.6,,,,,,,,,,,,
STBARBRA.C,19670517,800,0.000,,21.1,14.4,16.1,,,,,,,,,,,,
STBARBRA.C,19670518,800,0.000,,19.4,13.3,13.9,,,,,,,,,,,,
STBARBRA.C,19670519,800,0.000,,17.8,11.7,13.3,,,,,,,,,,,,
STBARBRA.C,19670520,800,0.000,,20.0,12.8,13.3,,,,,,,,,,,,
STBARBRA.C,19670521,800,0.000,,23.3,12.2,12.8,,,,,,,,,,,,
STBARBRA.C,19670522,800,0,,21.1,12.2,14.4,,,,,,,,,,,,
STBARBRA.C,19670523,800,0,,21.1,12.2,12.2,,,,,,,,,,,,
STBARBRA.C,19670524,800,0.000,,20.0,11.7,13.3,,,,,,,,,,,,
STBARBRA.C,19670525,800,0.000,,17.8,11.7,13.3,,,,,,,,,,,,
STBARBRA.C,19670526,800,0.000,,20.6,13.3,14.4,,,,,,,,,,,,
STBARBRA.C,19670527,800,0.000,,18.3,11.1,14.4,,,,,,,,,,,,
STBARBRA.C,19670528,800,0.000,,19.4,10.6,15.0,,,,,,,,,,,,
STBARBRA.C,19670529,800,0.000,,19.4,13.3,13.9,,,,,,,,,,,,
STBARBRA.C,19670530,800,0.000,,19.4,10.6,12.2,,,,,,,,,,,,
STBARBRA.C,19670531,800,0.000,,21.7,10.6,11.7,,,,,,,,,,,,
STBARBRA.C,19670601,800,0.000,,18.9,8.9,10.0,,,,,,,,,,,,
STBARBRA.C,19670602,800,0.000,,20.6,7.8,13.3,,,,,,,,,,,,
STBARBRA.C,19670603,800,0.000,,21.1,10.6,13.3,,,,,,,,,,,,
STBARBRA.C,19670604,800,0.000,,20.0,10.6,15.0,,,,,,,,,,,,
STBARBRA.C,19670605,800,0.000,,21.1,11.1,11.7,,,,,,,,,,,,
STBARBRA.C,19670606,800,0.000,,19.4,10.6,12.2,,,,,,,,,,,,
STBARBRA.C,19670607,800,0.000,,19.4,11.1,14.4,,,,,,,,,,,,
STBARBRA.C,19670608,800,0.000,,18.9,13.3,14.4,,,,,,,,,,,,
STBARBRA.C,19670609,800,0.000,,20.0,13.9,14.4,,,,,,,,,,,,
STBARBRA.C,19670610,800,0.000,,20.6,13.3,13.9,,,,,,,,,,,,
STBARBRA.C,19670611,800,0.000,,17.8,13.9,13.9,,,,,,,,,,,,
STBARBRA.C,19670612,800,0.000,,21.1,11.1,13.3,,,,,,,,,,,,
STBARBRA.C,19670613,800,0.000,,21.1,10.6,12.8,,,,,,,,,,,,
STBARBRA.C,19670614,800,0.000,,21.1,11.7,13.3,,,,,,,,,,,,
STBARBRA.C,19670615,800,0.000,,19.4,12.2,12.8,,,,,,,,,,,,
STBARBRA.C,19670616,800,0.000,,17.2,12.8,14.4,,,,,,,,,,,,
STBARBRA.C,19670617,800,0,,21.7,13.9,15.0,,,,,,,,,,,,
STBARBRA.C,19670618,800,0.000,,22.2,12.2,13.3,,,,,,,,,,,,
STBARBRA.C,19670619,800,0.000,,23.3,13.3,13.9,,,,,,,,,,,,
STBARBRA.C,19670620,800,0.000,,20.0,13.9,15.0,,,,,,,,,,,,
STBARBRA.C,19670621,800,0.000,,20.6,13.3,15.0,,,,,,,,,,,,
STBARBRA.C,19670622,800,0.000,,20.0,13.3,14.4,,,,,,,,,,,,
STBARBRA.C,19670623,800,0.000,,21.1,12.2,13.3,,,,,,,,,,,,
STBARBRA.C,19670624,800,0.000,,20.0,10.6,13.3,,,,,,,,,,,,
STBARBRA.C,19670625,800,0.000,,19.4,12.2,13.3,,,,,,,,,,,,
STBARBRA.C,19670626,800,0,,21.1,13.3,13.3,,,,,,,,,,,,
STBARBRA.C,19670627,800,0.000,,22.2,12.2,12.2,,,,,,,,,,,,
STBARBRA.C,19670628,800,0,,22.8,11.7,12.2,,,,,,,,,,,,
STBARBRA.C,19670629,800,0.000,,20.6,12.2,12.8,,,,,,,,,,,,
STBARBRA.C,19670630,800,0.000,,22.2,12.2,13.3,,,,,,,,,,,,
STBARBRA.C,19670701,800,0.000,,23.9,12.8,14.4,,,,,,,,,,,,
STBARBRA.C,19670702,800,0,,21.1,13.3,13.9,,,,,,,,,,,,
STBARBRA.C,19670703,800,0,,18.9,15.0,15.6,,,,,,,,,,,,
STBARBRA.C,19670704,800,0,,21.7,15.6,16.1,,,,,,,,,,,,
STBARBRA.C,19670705,800,0.000,,22.2,13.9,16.1,,,,,,,,,,,,
STBARBRA.C,19670706,800,0.000,,22.8,13.3,14.4,,,,,,,,,,,,
STBARBRA.C,19670707,800,0.000,,21.7,13.9,14.4,,,,,,,,,,,,
STBARBRA.C,19670708,800,0.000,,24.4,14.4,17.2,,,,,,,,,,,,
STBARBRA.C,19670709,800,0,,23.9,15.0,15.0,,,,,,,,,,,,
STBARBRA.C,19670710,800,0,,25.6,14.4,15.0,,,,,,,,,,,,
STBARBRA.C,19670711,800,0.000,,22.2,13.9,16.7,,,,,,,,,,,,
STBARBRA.C,19670712,800,0.000,,23.3,15.0,15.0,,,,,,,,,,,,
STBARBRA.C,19670713,800,0.000,,23.9,14.4,15.6,,,,,,,,,,,,
STBARBRA.C,19670714,800,0.000,,21.7,14.4,15.6,,,,,,,,,,,,
STBARBRA.C,19670715,800,0.000,,21.7,13.9,15.0,,,,,,,,,,,,
STBARBRA.C,19670716,800,0.000,,22.2,13.9,14.4,,,,,,,,,,,,
STBARBRA.C,19670717,800,0,,22.2,13.9,15.0,,,,,,,,,,,,
STBARBRA.C,19670718,800,0.000,,23.3,14.4,15.0,,,,,,,,,,,,
STBARBRA.C,19670719,800,0.000,,23.3,13.9,15.6,,,,,,,,,,,,
STBARBRA.C,19670720,800,0.000,,21.1,13.9,15.0,,,,,,,,,,,,
STBARBRA.C,19670721,800,0.000,,25.0,13.9,16.1,,,,,,,,,,,,
STBARBRA.C,19670722,800,0.000,,26.1,14.4,17.2,,,,,,,,,,,,
